Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls
0:31:31,28500,-0.1039,-0.1015,0.0050,0.0052,0.0890,0.0342,0.0005
0:31:36,28600,-0.1899,-0.0848,0.0006,0.0040,0.0780,0.0330,0.0004
0:31:40,28700,-0.1178,-0.0294,0.0372,0.0040,0.0719,0.0420,0.0037
0:31:44,28800,-0.2040,-0.1055,0.0002,0.0051,0.1354,0.0414,0.0003
0:31:49,28900,-0.1694,-0.1084,0.0016,0.0039,0.1076,0.0359,0.0026
0:31:53,29000,-0.1500,-0.1027,0.0226,0.0044,0.1153,0.0357,0.0003
0:32:08,29100,-0.0672,-0.0980,0.0588,0.0039,0.0919,0.0339,0.0081
0:32:13,29200,-0.1713,-0.0299,0.0015,0.0032,0.0428,0.0336,0.0015
0:32:17,29300,-0.1540,-0.1615,0.0003,0.0041,0.1868,0.0370,0.0002
0:32:21,29400,-0.2263,-0.0656,0.0014,0.0040,0.0971,0.0397,0.0017
0:32:25,29500,-0.1499,-0.1380,0.0052,0.0033,0.1436,0.0395,0.0003
